united states of america,149153
turkey,45796
china,25206
canada,23061
south korea,18090
germany,17944
united kingdom,13960
italy,13661
france,9688
singapore,9125
taiwan,8131
japan,7707
indonesia,7306
australia,6576
sweden,6265
hong kong,5103
finland,4700
switzerland,4445
spain,4337
belgium,4210
